,Exploration,Generation Number
868,453.4140892215395,5.0
869,420.9022730328047,6.0
870,399.76887980029346,1.0
871,381.6041236825907,2.0
872,384.68921718114075,3.0
873,382.8713950035529,4.0
874,396.4466447771927,5.0
875,382.8321446087367,6.0
876,343.94346134043224,1.0
877,428.00573044062327,2.0
878,385.5351924134357,3.0
879,359.6532671627642,4.0
880,368.0651272729788,5.0
881,370.5407561669119,6.0
882,399.9678700240841,1.0
883,402.61265437439755,2.0
884,417.6744674765772,3.0
885,403.61885711004015,4.0
886,406.7648253915717,5.0
887,417.2998364336459,6.0
888,1781.4253594906554,1.0
889,1834.8842793329702,2.0
890,1910.4196180793178,3.0
891,1842.686919091909,4.0
892,1799.042443935194,5.0
893,1789.7217527053806,6.0
894,402.0789695004609,1.0
895,394.25407679422904,2.0
896,391.73718273333355,3.0
897,385.8444304557225,4.0
898,399.3312373238218,5.0
899,386.83576259954833,6.0
900,420.83552969371914,1.0
901,399.44778097220325,2.0
902,387.198993823067,3.0
903,430.95326025179133,4.0
904,369.0453808684332,5.0
905,395.5361728312986,6.0
906,328.84643801516904,1.0
907,315.38355378293926,2.0
908,339.0280518645786,3.0
909,364.6232542400416,4.0
910,337.48610744228085,5.0
911,361.08675214596764,6.0
912,429.4900199334157,1.0
913,424.4362454920495,2.0
914,383.10360831233476,3.0
915,442.60545768067107,4.0
916,453.18275485158813,5.0
917,419.739511351719,6.0
918,387.0554216502162,1.0
919,382.45806466071576,2.0
920,382.63552412630906,3.0
921,403.67341460447744,4.0
922,375.4284783774079,5.0
923,400.97698546008775,6.0
924,441.52382128374,1.0
925,442.9265839017158,2.0
926,446.903213187633,3.0
927,460.2844690979724,4.0
928,479.6488328600096,5.0
929,426.7387731515663,6.0
930,376.4233840172442,1.0
931,388.3171044562934,2.0
932,370.1123823017196,3.0
933,376.00629316577704,4.0
934,384.78871407646875,5.0
935,398.5774927981109,6.0
936,369.2979455551938,1.0
937,366.74773985739733,2.0
938,374.30859778568714,3.0
939,368.80448369092625,4.0
940,390.56012371948424,5.0
941,380.0478336995459,6.0
942,388.7314676655184,1.0
943,393.5723272642772,2.0
944,373.42366122236615,3.0
945,388.29427341445137,4.0
946,387.44298086542045,5.0
947,386.6742033237515,6.0
948,445.23027643132025,1.0
949,428.342284823578,2.0
950,410.10727570290925,3.0
951,408.46884332646056,4.0
952,421.95912494394344,5.0
953,380.9536197425925,6.0
954,387.68732293595184,1.0
955,400.67088111803054,2.0
956,391.9600951597952,3.0
957,374.377947690935,4.0
958,375.18839448954486,5.0
959,359.63503822417385,6.0
960,418.9710111998012,1.0
961,393.8693762295915,2.0
962,390.1792849356672,3.0
963,377.98206280535544,4.0
964,372.8857557589548,5.0
965,417.5183995344598,6.0
966,364.0257252217479,1.0
967,363.1178215810428,2.0
968,354.4517740114463,3.0
969,347.2745780955244,4.0
970,356.6470227466978,5.0
971,366.739433433305,6.0
972,424.96381403709535,1.0
973,417.0638502972134,2.0
974,394.6550590247528,3.0
975,394.28413643612805,4.0
976,403.9405173946282,5.0
977,438.4281225948738,6.0
978,369.27522598255774,1.0
979,392.83278234785786,2.0
980,388.00108762419484,3.0
981,402.9186219576272,4.0
982,401.1160137877052,5.0
983,381.20572161960297,6.0
984,380.89931666604923,1.0
985,347.32347104331046,2.0
986,340.5420158476449,3.0
987,341.2088581479891,4.0
988,319.7632475943503,5.0
989,329.1170680501812,6.0
990,400.06894324944494,1.0
991,379.20983949734375,2.0
992,394.34459199352176,3.0
993,302.0004629585249,4.0
994,26.62051459429241,5.0
995,0.0,6.0
996,373.7603024029804,1.0
997,374.71236716405843,2.0
998,366.43163235467006,3.0
